Nr.	Datum	Operator	Schicht	Kammer	vSubstr LQ	Pendel#	H2	SiH4	SC	TMB	CH4	CO2	PH3	Gas?	Gasfluss	t	p	P	Pump nach	f	del	Ts	Th	Th depo	Subst	Subst	Anzahl	Pr	CL	CT	UDC	Basis p	d	R	?d/d¯	Deplet	R dyn	h	FF	Voc	jsc	Rs	FF rot	jsc rot	FF blau	jsc blau	j0	n	Reflekt	Anneal	sd nT	sd vT/oT	sph	Photosens	Krist (%)	Krist (%)	Sims [O]	Sims [C]	Sims [N]	Sims [B]	Sims [?]	PDS E04	PDS a 1,2	H2	SiH4	TMB	CH4	CO2	PH3		Bemerkung					Hilfe-Spalten					
					(m/s)	LQ	(sccm)	(sccm)	(%)	(sccm)	(sccm)	(sccm)	(sccm)		(sccm)	(s)	(mbar)	(W)	Schicht (s)	(Hz)	(mm)	(°C)	(°C)	(°C)	Größe	Material	Gläser	(W)			(V)	(mbar)	(nm)	(Å/s)	(%)	(%)	(nm·m/min)	(%)	(%)	(mV)	(mA/cm²)	(W)	(%)	(mA/cm²)	(%)	(mA/cm²)	(mA/cm²)	(-)			(S/cm)	(S/cm)	(S/cm)	(-)	488 nm	647 nm	(cm-3)	(cm-3)	(cm-3)	(cm-3)	(cm-3)	(eV)	eV (cm-1)	Cal sccm	Cal sccm	Cal sccm	Cal sccm	Cal sccm	Cal sccm				Größe	Material		DS-Zeile	Leitf-Zeile	Cryst-Zeile	Sims-Zeile	PDS-Zeile	Cal-Zeile
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
10D061	15.04.2010	AF, TZ	a(p)	1			285	47	8.21	6	30					50	4	27		13.56		180			10x10	Asahi-U	4					9.00E-07	9	1.8		25.16		8.33	67.4	906	13.65	8.8	69.6	3.89	72.9	3.06	4.77E-10	1.49	Ag-1	30' 160°C														284.43	25.46	7.72	23.76			1,4,6,9	Test a-Si Solarzelle in statisch in PC2 - analog zu 09D307					#NV	#NV	#NV	#NV	#NV	14
10D062	15.04.2010	AF, TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.36	68	907	13.55	8.3	70.4	3.88	72.9	3.03	3.49E-09	1.65	Ag-4	30' 160°C																		200								#NV	#NV	#NV	#NV	#NV	14
10D063	15.04.2010	AF, TZ	a(i)	2	0	0	680	136	10.82							1300	1	42 / 63		60		180			10x10	Asahi-U	4	1,5 / 2,4	577 / 519	113 / 177	0,1 / 0,1	9.00E-07	388.54	2.99	8.74	12.85		8.2	68.1	901	13.36	8.5	67.5	3.98	68.3	3.26	1.20E-09	1.57	Ag-6	30' 160°C														682.45	82.78						Probleme mit T-Reglung. PC2HeaterCtrlDynamic auf Mode=2  gestellt. RFG2 instabil: Am Ende Depo CL/CT=316/761					63	#NV	#NV	#NV	#NV	14
10D064	15.04.2010	AF, TZ	a(n)	1			547	91	9.17				23			85	4	34		13.56		180			10x10	Asahi-U	4					9.00E-07	15.22	1.79		11.5		7.96	66.4	903	13.28	12.6	69.9	3.63	72.8	3.07	7.44E-10	1.53	Ag-9	30' 160°C														548.97	55.39				14.18							#NV	#NV	#NV	#NV	#NV	14
10D065	15.04.2010	AF, TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										200								#NV	#NV	#NV	#NV	#NV	14
																																	412.75																																											#NV	#NV	#NV	#NV	#NV	#NV
10D066	16.04.2010	JW	µc(p)	1			3000	8.6	0.15	0.8						180	12.5	400		13.56		180			10x10	ZnO	2					9.00E-07	20.88	1.16		88.62		5.34	66.2	450	17.92	3.2	67.3	9.13	67.6	2.59	2.90E-05	1.26	Ag-1	30' 160°C														3010.8	4.66	1.03				1,5	achtung 48sccm mit großem mfc!					#NV	#NV	#NV	#NV	#NV	14
10D067	16.04.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig												6.85	66.3	474	21.83	3	68.3	13.06	66.7	2.45	1.37E-05	1.3	ZnOAg-5	30' 160°C																		200			wieder probleme mit SV2					#NV	#NV	#NV	#NV	#NV	14
10D068	16.04.2010	JW	µc(i)	1			3000	48	0.86							2640	12.5	555		13.56		180			10x10	ZnO	2					9.00E-07	1431.24	5.42		74.21																												3010.8	26											#NV	#NV	#NV	#NV	#NV	14
10D069	16.04.2010	JW	a(n)	1			547	91	9.17				23			85	4	34		13.56		180			10x10	ZnO	2						15.22	1.79		11.5																												548.97	55.39				14.18							#NV	#NV	#NV	#NV	#NV	14
10D070	16.04.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										200								#NV	#NV	#NV	#NV	#NV	14
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
10D071	16.04.2010	JW	a(p)	1			285	47	8.21	6	30					2400	4	27		13.56		180		270	10x10	Corning	2	3.4	804	128	0.1	9.00E-07	420	1.75	6.02	24.46																5.15E-06												284.43	25.46	7.72	23.76				ref a-si:h p-schicht					81	3	#NV	#NV	#NV	14
10D072	16.04.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig		2	848	124	0.2	7.00E-07																																				200								#NV	#NV	#NV	#NV	#NV	14
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
10D073	16.04.2010	JW	a(n)	1			547	91	9.17				23			1920	4	34		13.56		180			10x10		4	2	798	128	0.1	9.00E-07	343	1.79	1.74	11.48																8.86E-03												548.97	55.39				14.18		Proben -1, -5, -7, -9. -7 Sieht aus wie Corning, -9 wie Dummyglas (Asahi-U). AF					85	7	#NV	#NV	#NV	14
10D074	16.04.2010	JW	CO2	1																13.56																																																			Manuell gemacht					#NV	#NV	#NV	#NV	#NV	14
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
10D075	19.04.2010	AF, TZ	a(p)	1			285	47	8.21	6	30					50	4	27		13.56		180			10x10	Asahi-U	5					9.00E-07	9	1.8		25.16		7.8	68.6	890	12.79	8.6	70.9	3.18	74.9	3.04	1.25E-10	1.38	Ag-1	30' 160°C														284.43	25.46	7.72	23.76			1,4,5,6,9						#NV	#NV	#NV	#NV	#NV	14
10D076	19.04.2010	AF, TZ	CO2	1								200				120	6	180		13.56			380	380	Dummy	Übrig												7.47	67.4	888	12.49	10.7	70.6	2.92	74	3.08	1.48E-09	1.56	Ag-4	30' 160°C																		200			Rechter Dummycar: Aufheizen während CO2-Plasma					#NV	#NV	#NV	#NV	#NV	14
10D077	19.04.2010	AF, TZ	a(i)	2	0.015	32	680	136	10.82							853	1	50 / 64		60		180			10x10	Asahi-U	5	1,5 / 5,0	586 / 498	110 / 197	0,1 / 0,1	9.00E-07	302.79	3.55	2.77	15.25	8.52	7.85	70	898	12.49	8.8	72.2	3.05	74.9	3	1.22E-10	1.39	Ag-5	30' 160°C														682.45	82.78						H2-Stabilisierung bei 4 mbar					73	#NV	#NV	#NV	#NV	14
10D078	19.04.2010	AF, TZ	a(n)	1			547	91	9.17				23			85	4	34		13.56		180			10x10	Asahi-U	5					9.00E-07	15.22	1.79		11.5		7.57	68.1	887	12.53	9.4	70.7	3.09	74.3	3.01	1.27E-10	1.38	Ag-6	30' 160°C														548.97	55.39				14.18							#NV	#NV	#NV	#NV	#NV	14
10D079	19.04.2010	AF, TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			843	125								7.32	66	884	12.55	11.5	69.5	3.09	73.5	3.03	3.37E-09	1.62	Ag-9	30' 160°C																		200			Linker Dummycar					#NV	#NV	#NV	#NV	#NV	14
																																	327					6.82	62.9	877	12.37	13.3	66.1	2.88	71.5	3.05	1.91E-10	1.39	Ag-4	Nicht Ann.																										#NV	#NV	#NV	#NV	#NV	#NV
10D080	22.04.2010	AF, TZ	a(p)	1			285	47	8.21	6	30					50	4	27		13.56		180			10x10	Asahi-U	4					9.00E-07	9	1.8		25.16		7.46	68.1	892	12.27	10.7	71.2	2.91	74	2.99	1.57E-10	1.41	Ag-1	30' 160°C														284.43	25.46	7.72	23.76			1,4,6,9	PC2 kurz vorher offen, um die Erdungsfedern zu erneuern.					#NV	#NV	#NV	#NV	#NV	14
10D081	22.04.2010	AF, TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												7.52	67.3	893	12.52	11.9	71.1	2.98	73.5	3.1	2.99E-09	1.63	Ag-4	30' 160°C																		200			Kammerdruck PC2 vor i-Schicht bereits wieder 7*10E-7					#NV	#NV	#NV	#NV	#NV	14
10D082	22.04.2010	AF, TZ	a(i)	2	0	0	680	136	10.82							900	1	50 / 64		60		180			10x10	Asahi-U	4					9.00E-07	287.29	3.19	2.9	13.72		8.03	73	901	11.93	5.5	73.2	2.84	74.6	3.04	2.10E-08	1.81	Ag-6	30' 160°C														682.45	82.78						Temperatur geschwankt zwischen 177,5 und 180,0°C					89	#NV	#NV	#NV	#NV	14
10D083	22.04.2010	AF, TZ	a(n)	1			547	91	9.17				23			85	4	34		13.56		180			10x10	Asahi-U	4					9.00E-07	15.22	1.79		11.5		8.07	71.4	890	12.7	6.5	72.7	3.07	76.1	3.15	1.12E-10	1.37	Ag-9	30' 160°C														548.97	55.39				14.18							#NV	#NV	#NV	#NV	#NV	14
10D084	22.04.2010	AF, TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										200								#NV	#NV	#NV	#NV	#NV	14
																																	311.5																																											#NV	#NV	#NV	#NV	#NV	#NV
10D085	23.04.2010	JW	µc(p)	1			3000	8.6	0.15	0.8						180	12.5	400		13.56		180			10x10	ZnO	2					9.00E-07	20.88	1.16		88.62		5.28	67.03	462	17.03	3.04	68.35	8.67	68.45	2.49	7.70E-06	1.23	Ag-1	30' 160°C						61.4								3010.8	4.66	1.03				1,5	wie 10D050, nur ist die Zielschichtdicke bei etwa 1150nm					#NV	#NV	24	#NV	#NV	14
10D086	23.04.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig												6.58	66.5	469	21.1	3.2	68.4	12.28	67.3	2.53			ZnOAg-5	30' 160°C																		200								#NV	#NV	#NV	#NV	#NV	14
10D087	23.04.2010	JW	µc(i)	1			3000	50	0.89							2100	12.5	555		13.56		180			10x10	ZnO	2					9.00E-07	1137.41	5.42	2	71.17																												3010.8	27.08											101	#NV	#NV	#NV	#NV	14
10D088	23.04.2010	JW	a(n)	1			547	91	9.17				23			85	4	34		13.56		180			10x10	ZnO	2						15.22	1.79		11.5																												548.97	55.39				14.18							#NV	#NV	#NV	#NV	#NV	14
10D089	23.04.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										200								#NV	#NV	#NV	#NV	#NV	14
																																	1173.5																																											#NV	#NV	#NV	#NV	#NV	#NV
10D090	23.04.2010	JW	a(p)	1			285	47	8.21	6	30					50	4	27		13.56		180			10x10	Asahi-U	4					9.00E-07	9	1.8		25.16		8.46	70.4	895	13.43	8.2	73.3	4.1	73.9	2.92	2.12E-09	1.57	Ag-1	30' 160°C														284.43	25.46	7.72	23.76			1,5	neue ref, only pumping					#NV	#NV	#NV	#NV	#NV	14
10D091	23.04.2010	JW	a(i)	1			1026	68	3.86							205	4	33		13.56		180			10x10	Asahi-U	4					9.00E-07	23.58	1.15	3.76	9.89		9.83	72.2	899	15.13	6.6	74	5.64	73.5	2.96	2.55E-09	1.58	ZnOAg-5	30' 160°C														1029.69	41.39						 mit Asahi U (gelasert)  für S. Haas, Platz 9					105	#NV	#NV	#NV	#NV	14
10D091	23.04.2010	JW	a(i)	1			340	68	10.87							1520	4	33		13.56		180			10x10	Asahi-U	4						283.82	1.87	3.76	16.05																												339.32	41.39						mit Asahi U (dünn) für O. Astakov, Platz 7					105	#NV	#NV	#NV	#NV	14
10D091	23.04.2010	JW	a(n)	1			547	91	9.17				23			90	4	34		13.56		180			10x10	Asahi-U	4						16.11	1.79	3.76	11.5																												548.97	55.39				14.18							105	#NV	#NV	#NV	#NV	14
10D092	23.04.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										200								#NV	#NV	#NV	#NV	#NV	14
																																	332.5																																											#NV	#NV	#NV	#NV	#NV	#NV
10D093	26.04.2010	AF,TZ	a(p)	1			285	47	8.21	6	30					50	4	27		13.56		180			10x10	Asahi-U	4					9.00E-07	9	1.8		25.16		8.51	72.4	905	13	6.3	74.6	3.54	75.1	3.02	2.99E-10	1.44	Ag-1	30' 160°C														284.43	25.46	7.72	23.76			1,4,6,9	"analog zu 10D080 ; i-Schicht mit SC=15 %"					#NV	#NV	#NV	#NV	#NV	14
10D094	26.04.2010	AF,TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.46	70.9	900	13.27	7.1	73.2	3.63	74.4	3.08	4.24E-10	1.47	Ag-4	30' 160°C																		200								#NV	#NV	#NV	#NV	#NV	14
10D095	26.04.2010	AF,TZ	a(i)	2	0	0	648	189	15.03							840	1	50 / 64		60		180			10x10	Asahi-U	4					9.00E-07	293.54	3.49	3.12	10.81		8.22	70.9	900	12.9	8.5	73.6	3.53	74.3	2.99	2.81E-10	1.43	Ag-6	30' 160°C														650.33	115.04											93	#NV	#NV	#NV	#NV	14
10D096	26.04.2010	AF,TZ	a(n)	1			547	91	9.17				23			85	4	34		13.56		180			10x10	Asahi-U	4						15.22	1.79		11.5		8.72	68.8	894	14.16	9	72.8	3.92	73.6	3.32	2.95E-10	1.42	Ag-9	30' 160°C														548.97	55.39				14.18							#NV	#NV	#NV	#NV	#NV	14
10D097	26.04.2010	AF,TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										200								#NV	#NV	#NV	#NV	#NV	14
																																	317.75																																											#NV	#NV	#NV	#NV	#NV	#NV
10D098	26.04.2010	AF,TZ	a(p)	1			285	47	8.21	6	30					50	4	27		13.56		180			10x10	Asahi-U	4					9.00E-07	9	1.8		25.16		8.48	68.9	895	13.75	8.8	72	4.06	72.9	3.06	1.36E-09	1.54	Ag-1	30' 160°C														284.43	25.46	7.72	23.76			1,4,6,9	"analog zu 10D080 ; i-Schicht mit SC=20 %"					#NV	#NV	#NV	#NV	#NV	14
10D099	26.04.2010	AF,TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.71	71.1	897	13.65	7.4	73.4	4.01	74.3	3.02	7.73E-10	1.5	Ag-4	30' 160°C																		200								#NV	#NV	#NV	#NV	#NV	14
10D100	26.04.2010	AF,TZ	a(i)	2	0	0	610	252	20.04							800	1	50 / 64		60		180			10x10	Asahi-U	4					9.00E-07	320.04	4	4.03	9.28		8.85	71.7	898	13.75	6.9	73.9	4.16	74.3	3.03	4.50E-10	1.45	Ag-6	30' 160°C														612.2	153.39											97	#NV	#NV	#NV	#NV	14
10D101	26.04.2010	AF,TZ	a(n)	1			547	91	9.17				23			85	4	34		13.56		180			10x10	Asahi-U	4						15.22	1.79		11.5		8.58	71	888	13.61	7.6	73.3	4.04	74.6	3	5.42E-10	1.46	Ag-9	30' 160°C														548.97	55.39				14.18							#NV	#NV	#NV	#NV	#NV	14
10D102	26.04.2010	AF,TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										200								#NV	#NV	#NV	#NV	#NV	14
																																	344.25																																											#NV	#NV	#NV	#NV	#NV	#NV
10D103	27.04.2010	JW	µc(p)	1			3000	8.6	0.15	0.8						180	12.5	400		13.56		180			10x10	ZnO	2					9.00E-07	20.88	1.16		88.62		3.94	61.4	469	13.68	4.7	65.8	6.81	59.5	1.88	4.50E-05	1.49	Ag-1	30' 160°C						14.55								3010.8	4.66	1.03				1,5	wie 10d050, nur mit 52sccm sih4 statt 50 sccm					#NV	#NV	28	#NV	#NV	14
10D104	27.04.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig												5.54	62.1	509	17.55	4.1	66.2	10.18	61.3	1.93	7.00E-06	1.37	ZnOAg-5	30' 160°C																		200			inhomogen, heiß rausgenommen					#NV	#NV	#NV	#NV	#NV	14
10D105	27.04.2010	JW	µc(i)	1			3000	52	1.04							2040	12.5	555		13.56		180			10x10	ZnO	2					9.00E-07	1098.91	5.39	5.73	60.57																												3010.8	31.65											109	#NV	#NV	#NV	#NV	14
10D106	27.04.2010	JW	a(n)	1			547	91	9.17				23			85	4	34		13.56		180			10x10	ZnO	2						15.22	1.79		11.5																												548.97	55.39				14.18							#NV	#NV	#NV	#NV	#NV	14
10D107	27.04.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										200								#NV	#NV	#NV	#NV	#NV	14
																																	1135																																											#NV	#NV	#NV	#NV	#NV	#NV
10D108	27.04.2010	JW	a(p)	1			285	47	8.21	6	30					50	4	27		13.56		180			10x10	Asahi-U	4					9.00E-07	9	1.8		25.16		8.84	73.3	887	13.59	5.6	74.6	4.28	74.4	2.95	5.50E-09	1.63	Ag-1	30' 160°C														284.43	25.46	7.72	23.76			1,5	i-Schicht mit SC=15 %					#NV	#NV	#NV	#NV	#NV	14
10D109	27.04.2010	JW	a(i)	1			1012	94	5.33							190	4	33		13.56					10x10	Asahi-U	4						21.85	1.15	0.32	7.15		9.6	70.9	894	15.16	7.1	73.5	5.68	73.8	2.92	2.95E-01	1.57	ZnOAg-5	30' 160°C														1015.64	57.22						Platz 6 und 9 mit Asahi U für S. Ku					113	#NV	#NV	#NV	#NV	14
10D109	27.04.2010	JW	a(i)	1			324	94	15.03							1400	4	33		13.56		180			10x10	Asahi-U	4						262.04	1.87	0.32	11.64																												323.35	57.22						heiß rausgenommen, viele shunts auf platz 1					113	#NV	#NV	#NV	#NV	14
10D109	27.04.2010	JW	a(n)	1			547	91	9.17				23			90	4	34		13.56		180			10x10	Asahi-U	4						16.11	1.79	0.32	11.5																												548.97	55.39				14.18							113	#NV	#NV	#NV	#NV	14
10D110	27.04.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										200								#NV	#NV	#NV	#NV	#NV	14
																																	309																																											#NV	#NV	#NV	#NV	#NV	#NV
10D111	27.04.2010	JW	µc(p)	1			3000	8.6	0.15	0.8						180	12.5	400		13.56		180			10x10	ZnO	2					9.00E-07	20.88	1.16		88.62		5.08	67.8	468	16	3.4	70.2	8.36	66.9	2.25	1.80E-05	1.33	Ag-1	30' 160°C						48.8								3010.8	4.66	1.03				1,5	wie 10d050, nur mit 52sccm sih4 					#NV	#NV	32	#NV	#NV	14
10D112	27.04.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig												5.04	61.5	500	16.4	4.8	61.4	10.29	37.2	1.57			ZnOAg-5	30' 160°C																		200			über nacht in der anlage gewesen					#NV	#NV	#NV	#NV	#NV	14
10D113	27.04.2010	JW	µc(i)	1			3000	50	0.89							1920	12.5	555		13.56		180			10x10	ZnO	2					9.00E-07	1120.41	5.84	1.17	76.68																												3010.8	27.08											117	#NV	#NV	#NV	#NV	14
10D114	27.04.2010	JW	a(n)	1			547	91	9.17				23			85	4	34		13.56		180			10x10	ZnO	2						15.22	1.79		11.5																												548.97	55.39				14.18							#NV	#NV	#NV	#NV	#NV	14
10D115	27.04.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										200								#NV	#NV	#NV	#NV	#NV	14
																																	1156.5																																						MFCs kalibriert					#NV	#NV	#NV	#NV	#NV	#NV
10D116	28.04.2010	AF	a(p)	1			285	47	9.31	6	30					50	4	27		13.56		200			10x10	Asahi-U	3					9.00E-07	9	1.8		25.23		8.93	74	862	13.98	4.8	75.4	4.53	75.8	2.93	9.06E-10	1.42	Ag-1	30' 160°C														247.33	25.39	7.58	25.58			1,5,9	Wiederholung von 10D055: Std (ref) a-Si Zelle, single p, grading i, i-->n mit Plasmastop ohne Ar spülen					#NV	#NV	#NV	#NV	#NV	26
10D117	28.04.2010	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.79	73.7	860	13.87	5.7	75.4	4.73	75.3	2.8	1.08E-09	1.43	Ag-5	30' 160°C																		206.93			Zelle bei T=200°C (statt 180)					#NV	#NV	#NV	#NV	#NV	26
10D118	28.04.2010	AF	a(i)	1			1026	68	4.03							205	4	33		13.56		200			10x10	Asahi-U	3					9.00E-07	23.58	1.15	4.2	8.94		8.63	73.1	845	13.81	5.2	75.5	4.61	74.8	2.85	1.37E-09	1.44	Ag-9	30' 160°C														1090.21	45.8						! Nur 6 Min in LC vorgeheizt, weil Car schon heiß war (Versuche mit PC2PY)					121	#NV	#NV	#NV	#NV	26
10D118	28.04.2010	AF	a(i)	1			340	68	13.15							1520	4	33		13.56		200			10x10	Asahi-U	3						285.32	1.88	4.2	14.59																												302.38	45.8						Beim reinfahren Substr=175°C. Prozessvordruck sofort erreicht, weil schon heiß.					121	#NV	#NV	#NV	#NV	26
10D119	28.04.2010	AF	a(n)	1			547	91	8.69				23			90	4	34		13.56		200			10x10	Asahi-U	3					9.00E-07	16.11	1.79		10.5																												637.52	60.69				14.45							#NV	#NV	#NV	#NV	#NV	26
10D120	28.04.2010	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										206.93								#NV	#NV	#NV	#NV	#NV	26
																																	334																																											#NV	#NV	#NV	#NV	#NV	#NV
10D121	28.04.2010	AF, TZ	a(p)	1			285	47	9.31	6	30					50	4	27		13.56		160			10x10	Asahi-U	3					9.00E-07	9	1.8		25.23		8.59	69.2	902	13.76	9.1	71.4	3.99	74	3.09	2.96E-08	1.85	Ag-1	30' 160°C														247.33	25.39	7.58	25.58			1,5,9	Wiederholung von 10D055: Std (ref) a-Si Zelle, single p, grading i, i-->n mit Plasmastop ohne Ar spülen					#NV	#NV	#NV	#NV	#NV	26
10D122	28.04.2010	AF, TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.9	70.3	914	13.85	8.1	72.1	4.23	74.4	3.02	1.79E-08	1.85	Ag-5	30' 160°C																		206.93			Zelle bei T=160°C (statt 180)					#NV	#NV	#NV	#NV	#NV	26
10D123	28.04.2010	AF, TZ	a(i)	1			1026	68	4.03							205	4	33		13.56		160			10x10	Asahi-U	3					9.00E-07	23.58	1.15	7.64	8.94		8.92	71.8	909	13.67	7.2	73.4	4.06	75.4	3.06	1.55E-08	1.95	Ag-9	30' 160°C														1090.21	45.8						Vorgeheizt LC 280°C (statt 320)					125	#NV	#NV	#NV	#NV	26
10D123	28.04.2010	AF, TZ	a(i)	1			340	68	13.15							1520	4	33		13.56		160			10x10	Asahi-U	3						259.65	1.71	7.64	13.27																												302.38	45.8											125	#NV	#NV	#NV	#NV	26
10D124	28.04.2010	AF, TZ	a(n)	1			547	91	8.69				23			90	4	34		13.56		160			10x10	Asahi-U	3					9.00E-07	16.11	1.79		10.5																												637.52	60.69				14.45							#NV	#NV	#NV	#NV	#NV	26
10D125	28.04.2010	AF, TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										206.93								#NV	#NV	#NV	#NV	#NV	26
																																	308.33																																											#NV	#NV	#NV	#NV	#NV	#NV
10D126	29.04.2010	JW	µc(p)	1			3000	8.6	0.15	0.8						180	12.5	400		13.56		180			10x10	ZnO	3					9.00E-07	20.88	1.16		88.85		6.28	70	494	18.13	3.21	71.8	9.78	69	2.41	8.27E-06	1.31	Ag-1	30' 160°C														3088.11	4.65	1.01				1,5,9	Wdh. von 10D050					#NV	#NV	#NV	#NV	#NV	26
10D127	29.04.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig												6.93	66.9	487	21.26	2.9	69.4	13.07	66.6	2.24	1.67E-05	1.37	ZnOAg-5	30' 160°C																		206.93			heiß rausgenommen, mit thermo-handschuhen					#NV	#NV	#NV	#NV	#NV	26
10D128	29.04.2010	JW	µc(i)	1			3000	50	0.87							2580	12.5	555		13.56		180			10x10	ZnO	3					9.00E-07	1283.91	4.98	0	65.56		7.21	67.1	501	21.45	3.1	69.5	12.75	68.8	2.42	6.10E-06	1.31	ZnOAg-9	30' 160°C														3088.11	27.01											129	#NV	#NV	#NV	#NV	26
10D129	29.04.2010	JW	a(n)	1			547	91	8.69				23			85	4	34		13.56		180			10x10	ZnO	3						15.22	1.79		10.5																												637.52	60.69				14.45							#NV	#NV	#NV	#NV	#NV	26
10D130	29.04.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										206.93								#NV	#NV	#NV	#NV	#NV	26
																																	1320																																											#NV	#NV	#NV	#NV	#NV	#NV
10D131	29.04.2010	JW	a(p)	1			322	47	8.2	6.1	27.8					50	4	27		13.56		180			10x10	Asahi-U	3					9.00E-07	9	1.8		25.23		9.08	74.7	895	13.58	4.7	76	4.19	75.9	2.98	8.80E-10	1.48	Ag-1	30' 160°C														284.32	25.39	7.7	23.78			1,5,9	korregierte Flussdaten					#NV	#NV	#NV	#NV	#NV	26
10D132	29.04.2010	JW	a(i)	1			963	61.3	3.87							205	4	33		13.56					10x10	Asahi-U	3					9.00E-07	23.58	1.15	0	9.88		9.85	74.4	902	14.69	4.9	75.1	5.33	74.3	2.94	1.37E-09	1.53	ZnOAg-5	30' 160°C														1029.79	41.41						heiß rausgenommen, mit thermo-handschuhen					133	#NV	#NV	#NV	#NV	26
10D132	29.04.2010	JW	a(i)	1			377	61.3	10.87							1520	4	33		13.56		180			10x10	Asahi-U	3						249.32	1.64	0	14.09		9.96	74.6	889	14.87	5.4	75.5	5.37	75.5	2.93	2.90E-09	1.58	ZnOAg-9	30' 160°C														339.59	41.41											133	#NV	#NV	#NV	#NV	26
10D133	29.04.2010	JW	a(n)	1			454	83	11.75				22.6			90	4	34		13.56		180			10x10	Asahi-U	3						16.11	1.79		11.47																												417.02	55.54				14.2							#NV	#NV	#NV	#NV	#NV	26
10D134	29.04.2010	JW	CO2	1								150				120	6	180		13.56					Dummy	Übrig																																										155.2								#NV	#NV	#NV	#NV	#NV	26
																																	298																																											#NV	#NV	#NV	#NV	#NV	#NV
10D135	29.04.2010	JW	µc(p)	1			3000	8.6	0.15	0.8						180	12.5	400		13.56		180			10x10	ZnO	3					9.00E-07	20.88	1.16		88.85		5.47	67	460	17.75	2.9	69.2	9.67	66.9	2.23	1.40E-05	1.29	Ag-1	30' 160°C														3088.11	4.65	1.01				1,5,9	Wdh. von 10D050					#NV	#NV	#NV	#NV	#NV	26
10D136	29.04.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig												6.24	64.9	472	20.36	3.3	67.7	12.79	64.1	2	2.87E-05	1.38	ZnOAg-5	30' 160°C																		206.93			über Nacht bei 80°C					#NV	#NV	#NV	#NV	#NV	26
10D137	29.04.2010	JW	µc(i)	1			3000	50	0.87							2580	12.5	555		13.56		180			10x10	ZnO	3					9.00E-07	1388.91	5.38	2.46	70.92		6.66	66.3	495	20.31	3.5	68.9	12.35	66.7	2.17	9.34E-06	1.33	ZnOAg-9	30' 160°C														3088.11	27.01											145	#NV	#NV	#NV	#NV	26
10D138	29.04.2010	JW	a(n)	1			547	91	8.69				23			85	4	34		13.56		180			10x10	ZnO	3						15.22	1.79		10.5																												637.52	60.69				14.45							#NV	#NV	#NV	#NV	#NV	26
10D139	29.04.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										206.93								#NV	#NV	#NV	#NV	#NV	26
																																	1425																																											#NV	#NV	#NV	#NV	#NV	#NV
10D140	30.04.2010	AF, TZ	a(p)	1			285	47	9.31	6	30					50	4	27		13.56		180			10x10	Asahi-U	4					9.00E-07	9	1.8		25.23		8.76	73.1	884	13.56	5.4	74.5	3.89	74.7	3.07	2.90E-09	1.56	Ag-1	30' 160°C														247.33	25.39	7.58	25.58			1,4,6,9						#NV	#NV	#NV	#NV	#NV	26
10D141	30.04.2010	AF, TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.91	73.7	874	13.82	5.4	74.1	3.97	74.3	3.15	9.10E-09	1.64	Ag-4	30' 160°C																		206.93			"analog zu 10D080 ; i-Schicht mit SC=25 %"					#NV	#NV	#NV	#NV	#NV	26
