Nr.	Datum	Operator	Schicht	Kammer	vSubstr LQ	Pendel#	H2	SiH4	SC	TMB	CH4	CO2	PH3	Gas?	Gasfluss	t	p	P	Pump nach	f	del	Ts	Th	Th depo	Subst	Subst	Anzahl	Pr	CL	CT	UDC	Basis p	d	R	?d/d¯	Deplet	R dyn	h	FF	Voc	jsc	Rs	FF rot	jsc rot	FF blau	jsc blau	j0	n	Reflekt	Anneal	sd nT	sd vT/oT	sph	Photosens	Krist (%)	Krist (%)	Sims [O]	Sims [C]	Sims [N]	Sims [B]	Sims [?]	PDS E04	PDS a 1,2	H2	SiH4	TMB	CH4	CO2	PH3		Bemerkung					Hilfe-Spalten					
11D1031	30.06.2011	TZ	a(i)	2	0.015	25	520	205	19.06							666.6666667	1.5	50 / 55		60		179-182		283	10x10	Asahi-U	5		490/465	175/240		9.00E-07	342.45	5.14	1.36	14.33	12.33	9.41	71	882	15.02	5.2	71.9	5.24	74.6	3.02	9.75E-10	1.47	ZnO/Ag-6	30' 160°C														541.45	127.54											962	#NV	#NV	#NV	#NV	62
11D1032	30.06.2011	TZ	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	Asahi-U	5					9.00E-07	15.22	1.79		11.01																												603.04	57.86				14.21							#NV	#NV	#NV	#NV	#NV	62
11D1033	30.06.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.08								#NV	#NV	#NV	#NV	#NV	62
																																	366.67																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1034	01.07.2011	TM	a(p)	1			278	41	7.86	6.1	28					75	4	27		13.56		180			10x10	Asahi-U	4					9.00E-07																																302.81	25.84	7.79	23.25				like 11D0959 but PH3 in a-Si(n) of TJ further reduced to 6 sccm					#NV	#NV	#NV	#NV	#NV	62
11D1035	01.07.2011	TM	a(i)	1			1056	40	2.28							300	4	33		13.56		180			10x10	Asahi-U	4					9.00E-07																																1081.6	25.21											#NV	#NV	#NV	#NV	#NV	62
11D1035	01.07.2011	TM	a(i)	1			329	80	12.35							1700	4	33		13.56		180		267	10x10	Asahi-U	4																																					353.16	49.77											#NV	#NV	#NV	#NV	#NV	62
11D1036	01.07.2011	TM	a(n)	1			582	93	8.75				6			51	4	34		13.56		180			10x10	Asahi-U	4																																					603.04	57.86				3.67							#NV	#NV	#NV	#NV	#NV	62
11D1037	01.07.2011	TM	µc(n)	1			3000	18	0.37				2			126	12.5	400		13.56		180			10x10	Asahi-U	4					1.00E-02																																3019.93	11.34				1.15							#NV	#NV	#NV	#NV	#NV	62
11D1038	01.07.2011	TM	µc(p)	1			3000	8.6	0.18	0.8						132	12.5	400		13.56		180			10x10	Asahi-U	4					1.00E-02																																3019.93	5.42	1.06										#NV	#NV	#NV	#NV	#NV	62
11D1039	01.07.2011	TM	µc(i)	1			3000	54	1.1							3740	12.5	520		13.56		180		235	10x10	Asahi-U	4					9.00E-07																																3019.93	33.6											#NV	#NV	#NV	#NV	#NV	62
11D1040	01.07.2011	TM	a(n)	1			582	93	8.75				22.7			120	4	34		13.56		180			10x10	Asahi-U	4																																					603.04	57.86				14.21							#NV	#NV	#NV	#NV	#NV	62
11D1041	01.07.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.08								#NV	#NV	#NV	#NV	#NV	62
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D1042	01.07.2011	TZ	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2					9.00E-07	19.8	1.1		72.23		7.73	64.9	503	23.68	2.7	65.9	13.65	65.6	2.82	1.67E-04	1.69	ZnO/Ag-4	30' 160°C														3019.93	5.42	1.06				4,6	static µc-Si targeting 0.5nm/s and 60% gas util.					#NV	#NV	#NV	#NV	#NV	62
11D1043	01.07.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												7.81	65.5	496	24.05	3	66.3	13.71	66.5	2.98	1.58E-04	1.65	ZnO/Ag-6	30' 160°C																		210.08			best cell pos 4: 1300 nm (i) / best cell pos 6: 1300 nm (i)					#NV	#NV	#NV	#NV	#NV	62
11D1044	01.07.2011	TZ	µc(i)	1			3000	40	0.83							120	12.5	520		13.56		180			10x10	ZnO	2					9.00E-07	50.4	4.2		59.29																												3019.93	25.21											#NV	#NV	#NV	#NV	#NV	62
11D1045	01.07.2011	TZ	µc(i)	2	0	0	500	45	5.16							2200	4	170 / 180		60		178-182		248	10x10	ZnO	2		470/450	220/280		9.00E-07	991.59	4.51	1.58	56.56																												521.65	28.36											978	#NV	#NV	#NV	#NV	62
11D1046	01.07.2011	TZ	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	2					9.00E-07	15.22	1.79		11.01																												603.04	57.86				14.21							#NV	#NV	#NV	#NV	#NV	62
11D1047	01.07.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.08								#NV	#NV	#NV	#NV	#NV	62
																																	1077																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1048	04.07.2011	TZ	a(p)	1			278	41	7.86	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	5					9.00E-07	9	1.8		24.79		8.61	67.9	876	14.49	6.3	66.5	4.53	72.7	3.07		1.53	Ag-1	30' 160°C														302.81	25.84	7.79	23.25			1,4,7,5,6	"a-Si pressure series; 0.8 mbar; SC=konst"					#NV	#NV	#NV	#NV	#NV	62
11D1049	04.07.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.77	69	876	14.51	6.1	69.6	4.61	74.6	3.09	1.63E-09	1.51	Ag-4	30' 160°C																		210.08								#NV	#NV	#NV	#NV	#NV	62
11D1050	04.07.2011	TZ	a(i)	2	0.015	29	230	165	28.7							773.3333333	0.8	50 / 55		60		178-182		289	10x10	Asahi-U	5		505/495	150/190		9.00E-07	365.79	4.73	0.77	16.4	11.35	8.75	70.6	879	14.1	6.1	71.3	4.42	74.8	2.96	9.41E-10	1.71	Ag-7	30' 160°C														254.99	102.66											966	#NV	#NV	#NV	#NV	62
11D1051	04.07.2011	TZ	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	Asahi-U	5					9.00E-07	15.22	1.79		11.01		9.21	69.6	875	15.14	5.6	69.6	5.4	74.4	2.92	1.53E-08	1.57	ZnO/Ag-5	30' 160°C														603.04	57.86				14.21							#NV	#NV	#NV	#NV	#NV	62
11D1052	04.07.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												9.22	69.2	881	15.12	5	68.9	5.39	74.1	2.97	3.17E-09	1.48	ZnO/Ag-6	30' 160°C																		210.08								#NV	#NV	#NV	#NV	#NV	62
																																	390																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1053	04.07.2011	TZ	a(p)	1			278	41	7.86	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	5					9.00E-07	9	1.8		24.79		8.43	68.2	880	14.04	6.9	68.2	4.31	73.6	2.99	2.38E-09	1.55	Ag-1	30' 160°C														302.81	25.84	7.79	23.25			1,4,7,5,6	"a-Si pressure series; 1.25 mbar; SC=konst"					#NV	#NV	#NV	#NV	#NV	62
11D1054	04.07.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.63	69.6	882	14.06	5.5	70.3	4.38	73.7	2.99	3.12E-09	1.56	Ag-4	30' 160°C																		210.08								#NV	#NV	#NV	#NV	#NV	62
11D1055	04.07.2011	TZ	a(i)	2	0.015	20	375	255	28.48							533.3333333	1.25	50 / 55		60		179-182		285	10x10	Asahi-U	5		465/460	205/240		9.00E-07	347.59	6.52	4.55	14.62	15.64	8.43	68.8	880	13.93	5.7	69.4	4.27	73.4	2.95	2.11E-09	1.85	Ag-7	30' 160°C														398.42	158.65											970	#NV	#NV	#NV	#NV	62
11D1056	04.07.2011	TZ	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	Asahi-U	5					9.00E-07	15.22	1.79		11.01		9.23	69.9	884	14.94	5.4	70.2	5.35	72.5	2.92	5.03E-08	1.93	ZnO/Ag-5	30' 160°C														603.04	57.86				14.21							#NV	#NV	#NV	#NV	#NV	62
11D1057	04.07.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												9.39	70.5	886	15.02	5.3	70.3	5.34	72.1	2.97	1.15E-07	1.55	ZnO/Ag-6	30' 160°C																		210.08								#NV	#NV	#NV	#NV	#NV	62
																																	371.8																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1058	04.07.2011	JW	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2					9.00E-07	19.8	1.1		72.23		4.84	63.47	421.24	18.12	2.97	62.43	9.02	67.64	2.7	3.32E-05	1.24	Ag-1	 30' 160°C														3019.93	5.42	1.06				1,5	"std / low II ""halbhalb"""					#NV	#NV	#NV	#NV	#NV	62
11D1059	04.07.2011	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig												5.25	63.88	427.37	19.24	2.99	62.95	10.06	66.75	2.7	8.16E-05	1.37	Ag-5	 30' 160°C																		210.08								#NV	#NV	#NV	#NV	#NV	62
11D1060	04.07.2011	JW	µc(i)	1			3000	52	1.06							1320	12.5	520		13.56		180		246	10x10	ZnO	2					9.00E-07	699.6	5.3		58.3																												3019.93	32.35											#NV	#NV	#NV	#NV	#NV	62
11D1061	04.07.2011	JW	µc(i)	1			125	29	11.08							1500	5	300		13.56		180		251	10x10	ZnO	2						696.99	4.65	11.48	90.48																												146.65	18.28											1130	#NV	#NV	#NV	#NV	62
11D1062	04.07.2011	JW	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	2					9.00E-07	15.22	1.79		11.01																												603.04	57.86				14.21							#NV	#NV	#NV	#NV	#NV	62
11D1063	04.07.2011	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.08								#NV	#NV	#NV	#NV	#NV	62
																																	1431.6																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1064	05.07.2011	TZ	a(p)	1			278	41	7.86	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	3					9.00E-07	9	1.8		24.79		8.53	69.9	870	14.04	5.8	70.4	4.31	74.5	3	9.56E-10	1.46	Ag-4	30' 160°C														302.81	25.84	7.79	23.25			4,5,6	"a-Si pressure series; 0.8 mbar; SC=konst; rpt of 11D1048 with thinner i-layer"					#NV	#NV	#NV	#NV	#NV	62
11D1065	05.07.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												9.31	71.2	878	14.9	5.7	71.5	5.3	74.4	2.96	9.44E-10	1.46	ZnO/Ag-5	30' 160°C																		210.08								#NV	#NV	#NV	#NV	#NV	62
11D1066	05.07.2011	TZ	a(i)	2	0.015	27	230	165	28.7							720	0.8	50 / 55		60		179-183		279	10x10	Asahi-U	3		515/495	140/190		9.00E-07	347.45	4.83	0.13	16.73	11.58	9.29	70.6	877	15.01	5.7	71.2	5.28	74.8	2.97	9.85E-10	1.47	ZnO/Ag-6	30' 160°C														254.99	102.66											974	#NV	#NV	#NV	#NV	62
11D1067	05.07.2011	TZ	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	Asahi-U	3					9.00E-07	15.22	1.79		11.01																												603.04	57.86				14.21							#NV	#NV	#NV	#NV	#NV	62
11D1068	05.07.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.08								#NV	#NV	#NV	#NV	#NV	62
																																	371.67																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1069	05.07.2011	TZ	a(p)	1			278	41	7.86	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	5					9.00E-07	9	1.8		24.79		8.32	66.4	875	14.32	6.7	65.9	4.58	73.1	2.98	1.38E-09	1.5	Ag-1	30' 160°C														302.81	25.84	7.79	23.25			1,4,7,5,6	"a-Si pressure series; 0.65 mbar; SC=konst"					#NV	#NV	#NV	#NV	#NV	62
11D1070	05.07.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.5	67.4	875	14.42	6.4	66.9	4.66	73.5	2.98	2.11E-09	1.52	Ag-4	30' 160°C																		210.08								#NV	#NV	#NV	#NV	#NV	62
11D1071	05.07.2011	TZ	a(i)	2	0.015	32	185	135	28.63							853.3333333	0.65	50 / 55		60		179-185		284	10x10	Asahi-U	5		530/500	130/185		9.00E-07	414.39	4.86	2.61	20.58	11.65	8.31	66.1	872	14.4	6.5	66.4	4.65	74.1	2.95	1.48E-09	1.5	Ag-7	30' 160°C														209.41	83.99											982	#NV	#NV	#NV	#NV	62
11D1072	05.07.2011	TZ	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	Asahi-U	5					9.00E-07	15.22	1.79		11.01		8.99	67.2	878	15.23	6.3	67.2	5.48	73.6	2.97	1.30E-09	1.69	ZnO/Ag-5	30' 160°C														603.04	57.86				14.21							#NV	#NV	#NV	#NV	#NV	62
11D1073	05.07.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.98	68.1	878	15.02	6.2	68	5.41	73	2.92	1.25E-08	1.51	ZnO/Ag-6	30' 160°C																		210.08								#NV	#NV	#NV	#NV	#NV	62
																																	438.6																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1074	05.07.2011	JW	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	3					9.00E-07	19.8	1.1		72.23		8.35	68.77	514.5	23.6	2.87	69.19	13.91	70.54	2.79	1.50E-05	1.48	ZnO/Ag-1	 30' 160°C														3019.93	5.42	1.06				1,5,9	35|800					#NV	#NV	#NV	#NV	#NV	62
11D1075	05.07.2011	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.73	70.99	523.01	23.52	2.18	71.31	13.76	70.78	2.76	1.89E-05	1.56	ZnO/Ag-5	 30' 160°C																		210.08								#NV	#NV	#NV	#NV	#NV	62
11D1076	05.07.2011	JW	µc(i)	1			800	35	2.61							2580	12.5	520		13.56		180		242	10x10	ZnO	3					9.00E-07	1160.65	4.5	0.63	72.58		8.4	69.87	518.23	23.19	2.75	70.67	13.72	69.46	2.69	4.45E-05	1.63	ZnO/Ag-9	 30' 160°C						69.46666667								821.79	22.06											1126	#NV	279	#NV	#NV	62
11D1077	05.07.2011	JW	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	3						15.22	1.79		11.01																												603.04	57.86				14.21							#NV	#NV	#NV	#NV	#NV	62
11D1078	05.07.2011	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.08								#NV	#NV	#NV	#NV	#NV	62
																																	1195.67																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1079	06.07.2011	TZ	a(p)	1			278	41	7.86	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	5					9.00E-07	9	1.8		24.79		8.19	70	883	13.25	6.1	69.8	3.78	72.9	3	3.56E-09	1.59	Ag-1	30' 160°C														302.81	25.84	7.79	23.25			1,4,7,5,6	"a-Si pressure series; 1.5 mbar; SC=konst"					#NV	#NV	#NV	#NV	#NV	62
11D1080	06.07.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.49	71.1	887	13.47	5.9	70.9	3.93	72.2	3	2.98E-08	1.79	Ag-4	30' 160°C																		210.08			very inhomogenous					#NV	#NV	#NV	#NV	#NV	62
11D1081	06.07.2011	TZ	a(i)	2	0.015	17	455	310	28.78							453.3333333	1.5	50 / 55		60		179-182		287	10x10	Asahi-U	5		490/460	185/255		9.00E-07	325.19	7.17	7.74	13.24	17.22	8.14	70.6	884	13.04	5.8	71.4	3.71	73.1	2.93	5.77E-09	1.53	Ag-7	30' 160°C														477.19	192.87											986	#NV	#NV	#NV	#NV	62
11D1082	06.07.2011	TZ	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	Asahi-U	5					9.00E-07	15.22	1.79		11.01		9.05	70.8	884	14.46	5.2	71.9	4.9	73.3	2.92	1.61E-09	1.58	ZnO/Ag-5	30' 160°C														603.04	57.86				14.21							#NV	#NV	#NV	#NV	#NV	62
11D1083	06.07.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.98	68.7	890	14.68	5.8	69.1	5.03	72.6	2.93	2.51E-09	1.63	ZnO/Ag-6	30' 160°C																		210.08								#NV	#NV	#NV	#NV	#NV	62
																																	349.4																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1084	06.07.2011	TM	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	9					9.00E-07						7.67	71.6	512	20.95	2.5	71.6	10.95	71.8	2.93	1.22E-05	1.39	Ag-1	30' 160°C														3019.93	5.42	1.06				1,5,6	µc-Si single like bottom cell in 11D0729 (45' with grading at start)					#NV	#NV	#NV	#NV	#NV	62
11D1085	06.07.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.88	70.2	522	24.22	2.3	71.5	13.99	71.7	2.88	1.09E-05	1.4	ZnO/Ag-5	30' 160°C																		210.08			6 modules for Caro					#NV	#NV	#NV	#NV	#NV	62
11D1086	06.07.2011	TM	µc(i)	1			3000	54	1.1							2700	12.5	520		13.56		180		241	10x10	ZnO	9					9.00E-07	1515	5.61	0	59.44		8.7	70	515	24.15	2.6	70.4	13.99	71	2.91	2.04E-05	1.46	ZnO/Ag-6	30' 160°C														3019.93	33.6											1162	#NV	#NV	#NV	#NV	62
11D1087	06.07.2011	TM	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	9																																					603.04	57.86				14.21							#NV	#NV	#NV	#NV	#NV	62
11D1088	06.07.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.08								#NV	#NV	#NV	#NV	#NV	62
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D1089	06.07.2011	JW	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	3					9.00E-07	19.8	1.1		72.23		5.72	62.79	518.52	17.57	3.42	58.32	8.09	69.8	2.88	7.06E-07	1.24	ZnO/Ag-1	 30' 160°C														3019.93	5.42	1.06				1,5,9	std µc-Si with n(a)-n(µc)-CO2 on dummy between p- and i-layer					#NV	#NV	#NV	#NV	#NV	62
11D1090	06.07.2011	JW	a(n)	1			582	93	8.75				22.7			51	4	34		13.56					Dummy	Übrig							9.13	1.79		11.01		6.63	61.79	507.43	21.13	3.33	60.45	11.35	69.71	2.92			ZnO/Ag-5	 30' 160°C														603.04	57.86				14.21							#NV	#NV	#NV	#NV	#NV	62
11D1091	06.07.2011	JW	µc(n)	1			3000	18	0.37				4			126	12.5	400		13.56					Dummy	Übrig							13.86	1.1		34.51		6.38	61.57	522.33	19.83	2.82	58.31	10.26	70.1	2.88	3.78E-07	1.19	ZnO/Ag-9	 30' 160°C														3019.93	11.34				2.37							#NV	#NV	#NV	#NV	#NV	62
11D1092	06.07.2011	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.08								#NV	#NV	#NV	#NV	#NV	62
11D1093	06.07.2011	JW	µc(i)	1			3000	52	1.06							2580	12.5	520		13.56		180		238	10x10	ZnO	3					9.00E-07	1387.65	5.38	0.39	59.16																												3019.93	32.35											1110	#NV	#NV	#NV	#NV	62
11D1094	06.07.2011	JW	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	3					9.00E-07	15.22	1.79		11.01																												603.04	57.86				14.21							#NV	#NV	#NV	#NV	#NV	62
11D1095	06.07.2011	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.08								#NV	#NV	#NV	#NV	#NV	62
																																	1422.67																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1096	07.07.2011	TZ	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2					9.00E-07	19.8	1.1		72.23		7.63	64.8	492	23.95	3	65.5	13.53	64.5	3	3.20E-04	1.75	ZnO/Ag-4	30' 160°C														3019.93	5.42	1.06				4,6	static µc-Si targeting 1nm/s and <40% gas util.					#NV	#NV	#NV	#NV	#NV	62
11D1097	07.07.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												7.19	66.3	506	21.4	3.3	68.2	11.61	67.3	2.88	1.38E-04	1.7	ZnO/Ag-6	30' 160°C																		210.08			Slave shut off after about 11' --> pos 6 only 801 nm					#NV	#NV	#NV	#NV	#NV	62
11D1098	07.07.2011	TZ	µc(i)	1			3000	40	0.83							120	12.5	520		13.56		180			10x10	ZnO	2					9.00E-07	50.4	4.2		59.29																												3019.93	25.21						transition at center of substrate					#NV	#NV	#NV	#NV	#NV	62
11D1099	07.07.2011	TZ	µc(i)	2	0	0	5000	145	1.76							1100	6	390 / 440		60		179-180		200	10x10	ZnO	2		680/---	550/---		9.00E-07	1179.59	10.72	0	42.3																												5033.21	90.21						best cell pos 4: 1100 nm (i) / best cell pos 6: 850 nm (i)					994	#NV	#NV	#NV	#NV	62
11D1100	07.07.2011	TZ	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	2					9.00E-07	15.22	1.79		11.01																												603.04	57.86				14.21							#NV	#NV	#NV	#NV	#NV	62
11D1101	07.07.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.08								#NV	#NV	#NV	#NV	#NV	62
																																	1265																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1102	07.07.2011	TM	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	3					9.00E-07																																3019.93	5.42	1.06					µc-Si single like bottom cell in 11D0585 (62' with grading at start)					#NV	#NV	#NV	#NV	#NV	62
11D1103	07.07.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.08								#NV	#NV	#NV	#NV	#NV	62
11D1104	07.07.2011	TM	µc(i)	1			3000	54	1.1							3740	12.5	520		13.56		180		236	10x10	ZnO	3					9.00E-07																																3019.93	33.6											#NV	#NV	#NV	#NV	#NV	62
11D1105	07.07.2011	TM	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	3																																					603.04	57.86				14.21							#NV	#NV	#NV	#NV	#NV	62
11D1106	07.07.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.08								#NV	#NV	#NV	#NV	#NV	62
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D1107	07.07.2011	JW	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	3					9.00E-07	19.8	1.1		72.23		8.39	68.37	520.77	23.57	2.56	69.58	13.78	68.98	2.76	5.33E-05	1.68	ZnO/Ag-1	30' 160°C														3019.93	5.42	1.06				1,5,9	37|800					#NV	#NV	#NV	#NV	#NV	62
11D1108	07.07.2011	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.06	67.16	524.36	22.88	2.98	68.9	13.35	68.86	2.67			ZnO/Ag-5	30' 160°C																		210.08								#NV	#NV	#NV	#NV	#NV	62
11D1109	07.07.2011	JW	µc(i)	1			800	37	2.76								12.5	520		13.56		180		237	10x10	ZnO	3					9.00E-07	1157.79		1.33			8.43	68.77	522.65	23.45	2.39	69.85	13.6	69.35	2.75	5.45E-05	1.69	ZnO/Ag-9	 30' 160°C						62.4								821.79	23.32											1106	#NV	263	#NV	#NV	62
11D1110	07.07.2011	JW	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	3						15.22	1.79		11.01																												603.04	57.86				14.21							#NV	#NV	#NV	#NV	#NV	62
11D1111	07.07.2011	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.08								#NV	#NV	#NV	#NV	#NV	62
																																	1192.8																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1112	08.07.2011	TZ	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2					9.00E-07	19.8	1.1		72.23		7.67	65.4	501	23.44	2.8	66.3	13.49	64.2	2.88	2.80E-04	1.76	ZnO/Ag-4	30' 160°C														3019.93	5.42	1.06				4,6	"static µc-Si targeting 1nm/s and 60% gas util.; rpt of 11D0971"					#NV	#NV	#NV	#NV	#NV	62
11D1113	08.07.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												6.68	61.6	478	22.71	3.8	62.8	12.76	61.7	2.89	1.28E-03	1.95	ZnO/Ag-6	30' 160°C																		210.08			Slave shut off after about 14'					#NV	#NV	#NV	#NV	#NV	62
11D1114	08.07.2011	TZ	µc(i)	1			3000	40	0.83							120	12.5	520		13.56		180			10x10	ZnO	2					9.00E-07	50.4	4.2		59.29																												3019.93	25.21						best cell pos 4: 1000 nm (i) / best cell pos 6: 850 nm (i)					#NV	#NV	#NV	#NV	#NV	62
11D1115	08.07.2011	TZ	µc(i)	2	0	0	2000	110	3.29							1100	6	390 / 440		60		180		200	10x10	ZnO	2		665 / 445	905 / 295		9.00E-07	715.59	6.51	0	33.83																												2013.29	68.44											998	#NV	#NV	#NV	#NV	62
11D1116	08.07.2011	TZ	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	2					9.00E-07	15.22	1.79		11.01																												603.04	57.86				14.21							#NV	#NV	#NV	#NV	#NV	62
11D1117	08.07.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.08								#NV	#NV	#NV	#NV	#NV	62
																																	801																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1118	08.07.2011	TZ	a(p)	1			278	41	7.86	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	3					9.00E-07	9	1.8		24.79		8.43	71.31	885.14	13.36	6.21	71.81	3.75	73.95	3.02	1.43E-08	1.72	Ag-4	30' 160°C														302.81	25.84	7.79	23.25			4,5,6	"a-Si pressure series; 1.25 mbar; SC=konst"					#NV	#NV	#NV	#NV	#NV	62
11D1119	08.07.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												9.33	71.49	884.19	14.77	5.25	71.99	5.14	72.86	2.92	2.96E-09	1.57	ZnO/Ag-5	30' 160°C																		210.08			rpt of 11D1053					#NV	#NV	#NV	#NV	#NV	62
11D1120	08.07.2011	TZ	a(i)	2	0.015	19	375	255	28.48							506.6666667	1.25	50 / 55		60		179-182		288	10x10	Asahi-U	3		495 / 460	175 / 240		9.00E-07	334.45	6.6	1.4	14.81	15.84	9.35	71.9	884.05	14.71	5.16	72.03	5.14	74.38	2.9	3.11E-09	1.57	ZnO/Ag-6	30' 160°C														398.42	158.65											990	#NV	#NV	#NV	#NV	62
11D1121	08.07.2011	TZ	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	Asahi-U	3					9.00E-07	15.22	1.79		11.01																												603.04	57.86				14.21							#NV	#NV	#NV	#NV	#NV	62
11D1122	08.07.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.08								#NV	#NV	#NV	#NV	#NV	62
																																	358.67																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1123	08.07.2011	JW	µc(i)	1			3000	8.6	0.18							180	12.5	400		13.56		180			10x10	Asahi-U	3					9.00E-07																																3019.93	5.42						SIMS mit std lowII std					#NV	#NV	#NV	#NV	#NV	62
11D1124	08.07.2011	JW	µc(i)	1			3000	52	1.06							780	12.5	520		13.56		180			10x10	fz-c-Si	3					9.00E-07																																3019.93	32.35											#NV	#NV	#NV	#NV	#NV	62
11D1125	08.07.2011	JW	µc(i)	1			125	29	11.08							1080	5	300		13.56		180			10x10		3					9.00E-07																																146.65	18.28											#NV	#NV	#NV	#NV	#NV	62
11D1126	08.07.2011	JW	µc(i)	1			3000	52	1.06							780	12.5	520		13.56		180			10x10		3					9.00E-07																																3019.93	32.35											#NV	#NV	#NV	#NV	#NV	62
